title,uri,raw_ec_thumbnails,raw_ec_shortdesc,raw_lcbo_tastingnotes,raw_lcbo_region_name,raw_country_of_manufacture,raw_lcbo_program,raw_created_at,raw_is_buyable,raw_ec_price,raw_ec_promo_price,raw_ec_final_price,raw_lcbo_unit_volume,raw_lcbo_alcohol_percent,raw_lcbo_sugar_gm_per_ltr,raw_lcbo_bottles_per_pack,raw_sysconcepts,raw_ec_category,raw_ec_category_filter,raw_lcbo_varietal_name,raw_stores_stock,raw_stores_stock_combined,raw_stores_low_stock_combined,raw_stores_low_stock,raw_out_of_stock,stores_inventory,raw_online_inventory,raw_avg_reviews,raw_ec_rating,weighted_rating,raw_view_rank_yearly,raw_view_rank_monthly,raw_sell_rank_yearly,raw_sell_rank_monthly
Mezzacorona Pinot Noir Vigneti delle Dolomiti IGT,https://www.lcbo.com/en/mezzacorona-pinot-noir-vigneti-delle-dolomiti-igt-13538,https://aem.lcbo.com/content/dam/lcbo/products/0/1/3/5/013538.jpg.thumb.319.319.png,"Founded in 1904, Mezzacorona cultivates their pinot noir grapes in vineyards at foothills of the Italian Dolomites. Their pinot noir possesses bright red cherry, floral and blood orange fruits with a hint of vanilla. Its medium-bodied, fruity style makes it a great pairing for charcuterie, grilled salmon or roasted chicken.","Founded in 1904, Mezzacorona cultivates their pinot noir grapes in vineyards at foothills of the Italian Dolomites. Their pinot noir possesses bright red cherry, floral and blood orange fruits with a hint of vanilla. Its medium-bodied, fruity style makes it a great pairing for charcuterie, grilled salmon or roasted chicken.",Alto Adige-Trentino,Italy,N/A,1642639770000,true,10.95,N/A,10.95,750,13.0,6.0,1,pinot noir ; roasted chicken ; grilled salmon ; fruity style ; blood orange ; red cherry ; Italian Dolomites ; hint of vanilla,"['Collections', 'Collections|Clearance Aeroplan Offer', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Pinot Noir,false,false,true,true,true,0,0,1,4.0,4.539488403311208,8874,9268,N/A,N/A
McManis Zinfandel,https://www.lcbo.com/en/mcmanis-zinfandel-2020-256735,https://aem.lcbo.com/content/dam/lcbo/products/2/5/6/7/256735.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640178000,false,21.95,N/A,21.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Vintages', 'Collections', 'Deals|Aeroplan', 'Deals|Vintages', 'Collections|Gift for Hosts', 'Vintages|Summer Store Program', 'Collections|Wines for Cottage', 'Vintages|Better-for-you Wines', 'Collections|Red Wines on Bonus', 'Collections|Summer Weekend Picks', 'Vintages|Wines with Bonus Offers', 'Vintages|Red Essentials under $30', 'Vintages|Red Wine Gifts Under $30', 'Collections|Shop Red Wines by Price', 'Vintages|Summer Store Program|BBQ Reds', 'Collections|Wines for Cottage|BBQ Reds', 'Vintages|Summer Store Program|Vegetarian', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Gift for Hosts|Wines for the Host', 'Vintages|Summer Store Program|Wines under $30', 'Collections|Wines for Cottage|Vegetarian Fare', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Free Shipping Mix and Match Californian Wines', 'Collections|Summer Weekend Picks|Weekend Ready - Vegetarian Fare', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,44,44,4,5.0,4.709598031173092,1112,4475,1558,N/A
Lungarotti Vigna Monticchio Riserva Rubesco Torgiano Rosso 2019,https://www.lcbo.com/en/lungarotti-vigna-monticchio-riserva-rubesco-torgiano-rosso-2013-51771,https://aem.lcbo.com/content/dam/lcbo/products/0/5/1/7/051771.jpg.thumb.319.319.png,"The flagship wine of the beloved Lungarotti family, this has been considered one of central Italy's finest reds since its first vintage in 1964. It's frequently awarded the Tre Bicchieri from Gambero Rosso. This consistently fantastic red offers flavours of sour cherry and strawberry accented by notes of dried rosemary, licorice and leather, all neatly wrapped around a core of silky tannins that melt on the finish. [Luca Maroni tasting note not available.] Score - 99. (lucamaroni.com, June 26, 2023)","The flagship wine of the beloved Lungarotti family, this has been considered one of central Italy's finest reds since its first vintage in 1964. It's frequently awarded the Tre Bicchieri from Gambero Rosso. This consistently fantastic red offers flavours of sour cherry and strawberry accented by notes of dried rosemary, licorice and leather, all neatly wrapped around a core of silky tannins that melt on the finish. [Luca Maroni tasting note not available.] Score - 99. (lucamaroni.com, June 26, 2023)",Umbria,Italy,['Vintages'],1642640633000,true,90.0,N/A,90.0,750,13.0,3.0,1,Maroni tasting ; silky tannins ; neatly wrapped ; dried rosemary ; sour cherry ; offers flavours ; first vintage ; finest reds ; central Italy ; Lungarotti family ; flagship wine,"['Deals', 'Events', 'Vintages', 'Deals|Aeroplan', 'Events|Vintages Events', 'Vintages|Vintages Case Offer', 'Events|Vintages Events|UGCB Event', 'Deals|Aeroplan|Spend and Get on Italian products', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Sangiovese,false,false,true,true,false,0,0,1,5.0,4.630397494220299,11213,8439,6994,N/A
Lagarde Colección de Viñedos Guarda D.O.C. Malbec 2020,https://www.lcbo.com/en/lagarde-coleccion-de-vi-edos-guarda-d-o-c-malbec-2013-482018,https://aem.lcbo.com/content/dam/lcbo/products/4/8/2/0/482018.jpg.thumb.319.319.png,"Blackberries and dark plums with some walnuts and flowers. Full-bodied with round tannins and a juicy finish. Creamy and round. Really delicious and soft, yet fresh and tensioned. Drink now. Score - 93. (jamessuckling.com, May 3, 2022)","Blackberries and dark plums with some walnuts and flowers. Full-bodied with round tannins and a juicy finish. Creamy and round. Really delicious and soft, yet fresh and tensioned. Drink now. Score - 93. (jamessuckling.com, May 3, 2022)",Mendoza,Argentina,['Vintages'],1721916546000,true,28.95,N/A,28.95,750,14.9,2.0,1,juicy finish ; dark plums ; Drink ; fresh ; Creamy ; tannins ; Full-bodied ; flowers ; Blackberries,"['Vintages', 'Collections', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$20 to $30', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Malbec,false,false,true,true,true,0,0,1,5.0,4.630397494220299,8942,6644,7197,N/A
Manischewitz Concord K,https://www.lcbo.com/en/manischewitz-concord-k-5561,https://aem.lcbo.com/content/dam/lcbo/products/0/0/5/5/005561.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640741000,false,11.85,N/A,11.85,N/A,0.0,0.0,0,N/A,"['Gift Shop', 'Collections', 'Gift Shop|Holiday', 'Gift Shop|Holiday|Hanukkah', 'Collections|Destination Collection', 'Collections|Shop Red Wines by Price', 'Gift Shop|Holiday|Gifts for Dessert Lovers', 'Collections|Shop Red Wines by Price|Under $15', 'Collections|Destination Collection|Shop All Destination Collection', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,287,287,6,4.0,4.3708982772764555,685,130,911,N/A
Ménage à Trois Silk Red Blend,https://www.lcbo.com/en/m-cnage-trois-silk-red-blend-462853,https://aem.lcbo.com/content/dam/lcbo/products/4/6/2/8/462853.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,N/A,1642640522000,false,9.15,8.15,8.15,N/A,0.0,0.0,0,N/A,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Shop all Cali Wines', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,false,false,true,true,true,0,0,6,4.3,4.483398277276455,1479,2170,N/A,N/A
Louis M. Martini Napa Valley Cabernet Sauvignon,https://www.lcbo.com/en/louis-m-martini-napa-valley-cabernet-sauvignon-232371,https://aem.lcbo.com/content/dam/lcbo/products/2/3/2/3/232371.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640144000,false,67.95,N/A,67.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Vintages', 'Promotions', 'Collections', 'Deals|Aeroplan', 'Promotions|LCBO', 'Vintages|Wintry Reds', 'Collections|Wines Over $40', 'Collections|Gift for Hosts', 'Vintages|Cabernet Sauvignon', 'Vintages|Better-for-you Wines', 'Collections|Shop all Cali Wines', 'Vintages|Red Essentials for the BBQ', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Shop Red Wines by Price|Over $50', 'Collections|Gift for Hosts|Wines for the Host', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US', 'Promotions|LCBO|Special Occasion Products']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,32,32,14,4.9,4.772265518184304,821,7398,1531,N/A
Jeff Carrel Les Darons 2022,https://www.lcbo.com/en/les-darons-2017-448464,https://aem.lcbo.com/content/dam/lcbo/products/4/4/8/4/448464.jpg.thumb.319.319.png,"The 2022 Languedoc Les Darons brings more density and richness, with ripe black cherries, wild strawberry, ground pepper, and floral notes in a medium to full-bodied, pure, beautifully balanced package. The purity and balance here are top-notch. The blend is 70% Grenache, 25% Syrah, and the rest Carignan, from old vines, with the aging in concrete. This is going to be a smoking value. [This will evolve through 2030+.] Score - 92-94. (jebdunnuck.com, Aug. 8, 2023)","The 2022 Languedoc Les Darons brings more density and richness, with ripe black cherries, wild strawberry, ground pepper, and floral notes in a medium to full-bodied, pure, beautifully balanced package. The purity and balance here are top-notch. The blend is 70% Grenache, 25% Syrah, and the rest Carignan, from old vines, with the aging in concrete. This is going to be a smoking value. [This will evolve through 2030+.] Score - 92-94. (jebdunnuck.com, Aug. 8, 2023)",Languedoc,France,['Vintages'],1642640491000,true,17.95,N/A,17.95,750,13.5,4.0,1,rest Carignan ; ground pepper ; wild strawberry ; black cherries ; smoking ; aging ; vines ; Syrah ; top-notch ; Languedoc,"['Events', 'Vintages', 'Events|Vintages Events', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Events|Vintages Events|UGCB Event', 'Vintages|Top Scoring Vintages Under $20', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Grenache/Syrah/Carignan,false,false,true,true,true,0,0,4,4.0,4.423883745458807,3359,6109,3151,N/A
Kew Soldier's Grant 2020,https://www.lcbo.com/en/kew-soldier-s-grant-2018-367318,https://aem.lcbo.com/content/dam/lcbo/products/3/6/7/3/367318.jpg.thumb.319.319.png,"A blend of Cabernet Sauvignon and Cabernet Franc, this wine is made in a partial appassimento style with some of the fruit being dried before winemaking. The wine spends 16 months in a combo of French and American oak, creating a rich, round mouthfeel. Expect stewed blackberry, cherry and clove, and pair with caramelized-eggplant pizza, or seared duck with huckleberry sauce.","A blend of Cabernet Sauvignon and Cabernet Franc, this wine is made in a partial appassimento style with some of the fruit being dried before winemaking. The wine spends 16 months in a combo of French and American oak, creating a rich, round mouthfeel. Expect stewed blackberry, cherry and clove, and pair with caramelized-eggplant pizza, or seared duck with huckleberry sauce.",Ontario,Canada,['Vintages'],1642640329000,true,20.95,N/A,20.95,750,13.5,2.0,1,wine ; Cabernet Sauvignon ; huckleberry sauce ; caramelized-eggplant pizza ; stewed blackberry ; American oak ; partial appassimento ; clove,"['Vintages', 'Collections', 'Collections|VQA', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|VQA|Ontario VQA Wines', 'Vintages|New Release Collection|February 15 2025', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Cabernet Sauvignon/Cabernet Franc,false,false,true,true,true,0,0,5,4.8,4.662291495761552,4939,8491,3993,N/A
Majella The Musician Cabernet/Shiraz,https://www.lcbo.com/en/majella-the-musician-cabernet-shiraz-142018,https://aem.lcbo.com/content/dam/lcbo/products/1/4/2/0/142018.jpg.thumb.319.319.png,"Excellent depth and complexity, with ripe cassis, mint, blackberry and vanilla shining in an elegant, structured frame. This is an approachable wine that overdelivers time and time again. Match it with herbed roast beef cooked rare or cellar it for 2-3+ years.","Excellent depth and complexity, with ripe cassis, mint, blackberry and vanilla shining in an elegant, structured frame. This is an approachable wine that overdelivers time and time again. Match it with herbed roast beef cooked rare or cellar it for 2-3+ years.",South Australia,Australia,['Vintages'],1642639794000,true,19.95,N/A,19.95,750,14.5,4.0,1,beef cooked ; approachable wine ; structured frame ; ripe cassis ; cellar ; overdelivers ; elegant ; vanilla,"['Vintages', 'Collections', 'Collections|Top Picks', 'Vintages|Vintages Case Offer', 'Vintages|Summer Store Program', 'Collections|Top Picks|Red Wine', 'Vintages|New Release Collection', 'Vintages|Red Essentials under $30', 'Vintages|Vintages Essentials Collection', 'Vintages|Summer Store Program|Wines under $20', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Shiraz/Cabernet,false,false,true,true,true,0,0,8,4.1,4.374131802023516,6152,4727,4923,N/A
Leyda Lot 8 Syrah 2020,https://www.lcbo.com/en/leyda-lot-8-syrah-36007,https://aem.lcbo.com/content/dam/lcbo/products/0/3/6/0/036007.jpg.thumb.319.319.png,"Like a number of Chile's best Syrahs, Lot 8 is made entirely with clone 470. Fermented with 35% whole bunches and mostly aged in foudres, this is a wonderful cool climate expression of the grape, showing tapenade, lavender and pepper spice aromas and a compact, youthful palate of blackberry and black olive. Drink date: 2024-2032. Score - 95. (timatkin.com, Chile Special Report 2023)","Like a number of Chile's best Syrahs, Lot 8 is made entirely with clone 470. Fermented with 35% whole bunches and mostly aged in foudres, this is a wonderful cool climate expression of the grape, showing tapenade, lavender and pepper spice aromas and a compact, youthful palate of blackberry and black olive. Drink date: 2024-2032. Score - 95. (timatkin.com, Chile Special Report 2023)",Leyda Valley,Chile,['Vintages'],1702656555000,true,25.95,N/A,25.95,750,13.5,2.0,1,black olive ; youthful palate ; spice aromas ; showing tapenade ; climate expression ; Drink ; compact ; lavender,"['Vintages', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Shiraz/Syrah,false,false,true,true,true,0,0,1,5.0,4.630397494220299,8621,6503,N/A,N/A
Joel Gott 815 Cabernet Sauvignon,https://www.lcbo.com/en/joel-gott-815-cabernet-sauvignon-444059,https://aem.lcbo.com/content/dam/lcbo/products/4/4/4/0/444059.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640481000,false,25.95,N/A,25.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Vintages', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Vintages|Wintry Reds', 'Gift Shop|Corporate Gifts ', 'Collections|Low Sugar Wines', 'Vintages|Top Red Essentials', 'Vintages|Cabernet Sauvignon', 'Vintages|Summer Store Program', 'Vintages|Get to Know Vintages', 'Vintages|Better-for-you Wines', 'Collections|Shop all Cali Wines', 'Vintages|Long weekend Essentials', 'Collections|Red Wine Best Sellers', 'Vintages|Red Essentials under $30', 'Vintages|Red Wine Gifts Under $30', 'Vintages|Red Essentials for the BBQ', 'Collections|Shop Red Wines by Price', 'Collections|Wines for Spring Entertaining ', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Same-Day Pickup Wines for Parties', 'Vintages|Summer Store Program|Wines under $30', 'Gift Shop|Corporate Gifts |Premium Wine Gifts', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,66,66,12,4.3,4.433380565291968,401,1818,452,N/A
La Rioja Alta Viña Alberdi Reserva 2019,https://www.lcbo.com/en/la-rioja-alta-vi-a-alberdi-reserva-30885,https://aem.lcbo.com/content/dam/lcbo/products/0/3/0/8/030885.jpg.thumb.319.319.png,"Attractive aromas of sweet spices, smoke and seaweed. Some roasted nuts. Hints of Iberico ham. Medium-bodied with a nice rounded character to the tannins and juicy fruit. Pure tempranillo. Drink now [into early 2030s]. Score - 92. (jamessuckling.com, Oct. 9, 2023)","Attractive aromas of sweet spices, smoke and seaweed. Some roasted nuts. Hints of Iberico ham. Medium-bodied with a nice rounded character to the tannins and juicy fruit. Pure tempranillo. Drink now [into early 2030s]. Score - 92. (jamessuckling.com, Oct. 9, 2023)",Rioja,Spain,['Vintages'],1674748814000,true,29.95,N/A,29.95,750,14.0,2.0,1,Pure tempranillo ; juicy fruit ; rounded character ; Iberico ham ; sweet spices ; Attractive aromas ; Drink ; tannins ; Medium-bodied,"['Vintages', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|New Release Collection|January 18 2025', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Tempranillo,false,false,true,true,true,0,0,1,5.0,4.630397494220299,350,6764,1961,3703
Louis Bernard Louis Côtes du Rhône-Villages 2021,https://www.lcbo.com/en/louis-bernard-louis-c-tes-du-rh-ne-villages-2019-561290,https://aem.lcbo.com/content/dam/lcbo/products/5/6/1/2/561290.jpg.thumb.319.319.png,"A quite rich, intense blend of 80% Grenache and 20% Syrah. A characterful garrigue note leads to well-defined blackcurrant, cherry, spice and mineral. This excellent, versatile food wine will pair with burgers (meat or mushroom), ribs or grilled chicken.","A quite rich, intense blend of 80% Grenache and 20% Syrah. A characterful garrigue note leads to well-defined blackcurrant, cherry, spice and mineral. This excellent, versatile food wine will pair with burgers (meat or mushroom), ribs or grilled chicken.",Rhône,France,['Vintages'],1642640758000,true,16.95,N/A,16.95,750,14.0,4.0,1,grilled chicken ; food wine ; garrigue note ; ribs ; mushroom ; meat ; burgers ; spice ; blackcurrant,"['Events', 'Vintages', 'Collections', 'Events|Vintages Events', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Low-Sugar Wines', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Vintages|Top Scoring Vintages Under $20', 'Collections|Shop Red Wines by Price|$15 to $20', 'Vintages|New Release Collection|Previous Releases ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Grenache/Shiraz,false,false,true,true,true,0,0,7,4.4,4.513786613907253,4922,6256,2980,N/A
Kedem Cream Red Concord KPM,https://www.lcbo.com/en/kedem-cream-red-concord-kpm-206953,https://aem.lcbo.com/content/dam/lcbo/products/2/0/6/9/206953.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642640051000,false,12.5,N/A,12.5,N/A,0.0,0.0,0,N/A,"['Gift Shop', 'Collections', 'Gift Shop|Holiday', 'Collections|Destination Collection', 'Collections|Shop Red Wines by Price', 'Gift Shop|Holiday|Wines $10.95 or under', 'Collections|Shop Light and Extra-Light Picks', 'Collections|Shop Red Wines by Price|Under $15', 'Collections|Shop Light and Extra-Light Picks|Light Wines', 'Collections|Destination Collection|Shop All Destination Collection', 'Collections|Shop Light and Extra-Light Picks|Light Wines|Light Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,36,36,1,5.0,4.630397494220299,1971,1553,3551,N/A
La Crema Sonoma Coast Pinot Noir 2015,https://www.lcbo.com/en/la-crema-sonoma-coast-pinot-noir-719435,https://aem.lcbo.com/content/dam/lcbo/products/7/1/9/4/719435.jpg.thumb.319.319.png,"Thick tannins gird the powerful fruit in this wine - a mix of red cherry and strawberry that mellows with time in the glass. Toasted oak and baking spice touches provide additional context and pleasure. Score - 90. (Virginie Boone, Wine Enthusiast, Dec. 1, 2017)","Thick tannins gird the powerful fruit in this wine - a mix of red cherry and strawberry that mellows with time in the glass. Toasted oak and baking spice touches provide additional context and pleasure. Score - 90. (Virginie Boone, Wine Enthusiast, Dec. 1, 2017)",California,United States,['Vintages'],1642641072000,false,19.95,N/A,19.95,750,13.5,2.0,1,spice touches ; Toasted oak ; red cherry ; Thick tannins ; pleasure ; context ; glass ; strawberry,"['Deals', 'Vintages', 'Collections', 'Deals|Aeroplan', 'Vintages|Vintages on Vacation', 'Vintages|Summer Store Program', 'Vintages|Vintages on Vacation|Top Five', 'Vintages|Summer Store Program|Low Sugar', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],Pinot Noir,false,false,true,true,true,0,0,25,4.6,4.598124926754951,7740,6389,N/A,N/A
Longshot Cabernet Sauvignon,https://www.lcbo.com/en/longshot-cabernet-sauvignon-633347,https://aem.lcbo.com/content/dam/lcbo/products/6/3/3/3/633347.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,N/A,1642640922000,false,16.55,N/A,16.55,N/A,0.0,0.0,0,N/A,"['Deals', 'Collections', 'Deals|Wines', 'Deals|Aeroplan', 'Deals|Black Friday Offers', 'Collections|Shop all Cali Wines', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,37,37,8,4.3,4.463020690912405,5909,5914,2661,N/A
Marynissen Cabernet Franc 2022,https://www.lcbo.com/en/marynissen-cabernet-franc-2019-23973,https://aem.lcbo.com/content/dam/lcbo/products/0/2/3/9/023973.jpg.thumb.319.319.png,"This is always a great-value wine that delivers good concentration and structure. It shows all the quality and character of the 2022 vintage, which was a particularly good one for Cabernet Franc. This bright, rich wine has juicy cranberry, cherry, roasted red pepper, blueberry, earth, oak spice, dried herbs and cocoa. Drink through 2025+.","This is always a great-value wine that delivers good concentration and structure. It shows all the quality and character of the 2022 vintage, which was a particularly good one for Cabernet Franc. This bright, rich wine has juicy cranberry, cherry, roasted red pepper, blueberry, earth, oak spice, dried herbs and cocoa. Drink through 2025+.",Ontario,Canada,['Vintages'],1642640157000,true,18.95,N/A,18.95,750,13.5,4.0,1,wine ; dried herbs ; oak spice ; red pepper ; juicy cranberry ; Cabernet Franc ; cocoa ; earth,"['Vintages', 'Collections', 'Collections|VQA', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Collections|Shop Low-Sugar Wines', 'Collections|VQA|Ontario VQA Wines', 'Vintages|New Release Collection|Previous Releases ', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Cabernet Franc,false,false,true,true,true,0,0,1,5.0,4.630397494220299,3939,8822,4298,N/A
Haywire Secrest Mountain Pinot Noir 2020,https://www.lcbo.com/en/haywire-secrest-mountain-pinot-noir-32282,https://aem.lcbo.com/content/dam/lcbo/products/0/3/2/2/032282.jpg.thumb.319.319.png,"This comes off their organically farmed Secrest Mountain Vineyard, a higher altitude site with calcium-carbonate laced alluvial and gravelled soils. This was native fermented, 50% whole cluster, with 4 weeks skin contact in concrete and stainless before basket pressing into concrete for 10 months. Wild plum, cherry, perfumed raspberry flood this lifted pinot, seasoned with scrubby desert shrubs and pink peppercorn, and hugged with finely grippy tannins through a textured, lingering finish. Beauty. Score - 91. (Treve Ring, gismondionwine.com, Oct. 21, 2022)","This comes off their organically farmed Secrest Mountain Vineyard, a higher altitude site with calcium-carbonate laced alluvial and gravelled soils. This was native fermented, 50% whole cluster, with 4 weeks skin contact in concrete and stainless before basket pressing into concrete for 10 months. Wild plum, cherry, perfumed raspberry flood this lifted pinot, seasoned with scrubby desert shrubs and pink peppercorn, and hugged with finely grippy tannins through a textured, lingering finish. Beauty. Score - 91. (Treve Ring, gismondionwine.com, Oct. 21, 2022)",British Columbia,Canada,['Vintages'],1696434446000,true,32.95,N/A,32.95,750,13.0,2.0,1,lingering finish ; grippy tannins ; pink peppercorn ; desert shrubs ; lifted pinot ; perfumed raspberry ; Wild plum ; native fermented ; gravelled soils ; laced alluvial ; higher altitude ; Mountain Vineyard,"['Vintages', 'Collections', 'Vintages|Vintages Case Offer', 'Vintages|New Release Collection', 'Vintages|New Release Collection|Previous Releases ', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines']",['Products|Wine|Red Wine'],Pinot Noir,false,false,true,true,true,0,0,1,4.0,4.539488403311208,7410,5781,N/A,N/A
Liberty School Cabernet Sauvignon,https://www.lcbo.com/en/liberty-school-cabernet-sauvignon-738823,https://aem.lcbo.com/content/dam/lcbo/products/7/3/8/8/738823.jpg.thumb.319.319.png,N/A,N/A,N/A,United States,['Vintages'],1642641091000,false,22.95,N/A,22.95,N/A,0.0,0.0,0,N/A,"['Deals', 'Vintages', 'Promotions', 'Collections', 'Deals|Aeroplan', 'Vintages|Wintry Reds', 'Collections|Cozy Sippers', 'Vintages|Top Red Essentials', 'Vintages|Cabernet Sauvignon', 'Vintages|Summer Store Program', 'Collections|Red Wines for Dad', 'Vintages|Essentials under $25', 'Vintages|Red Wine Gifts Under $30', 'Vintages|Red Essentials for the BBQ', 'Collections|Shop Red Wines by Price', 'Deals|Aeroplan|California Wines Bonus Offer', 'Collections|Holiday Wines to Give and Share', 'Vintages|Summer Store Program|Wines under $30', 'Promotions|LCBO x Aeroplan Program Anniversary', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Free Shipping Mix and Match Californian Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Products Produced in the US']",['Products|Wine|Red Wine'],N/A,true,true,false,false,false,187,187,19,4.6,4.59773698056632,550,2660,200,N/A
